DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (px2)             0.0321214
Formation Factor (ratio)                16.9433861
Cementation Factor (ratio)              1.9621598
pore density (1/px3)                    0.0002908
Tortuosity (ratio)                      1.2430909
Average Coordination Number             4.742775
Average Throat Radius (px)              2.673661
Average Pore Radius (px)                5.13837
Average Throat Length (px)              15.4859619
Pore to Throat Aspect ratio             3.565485
Specific Surface (1/px)                 0.1543706
Pore Sphericity (ratio)                 0.6998004
Grain Sphericity (ratio)                0.8364815
Average Grain Radius (px)               8.2932272
Relative Young Module (ratio)           0.3068074

__________________________________________________
       ### Functions and distributions ###
__________________________________________________

0.6                                     1.2379858
0.61                                    1.2477882
0.62                                    1.2548289
0.63                                    1.2634183
0.64                                    1.2723963
0.65                                    1.2810477
0.66                                    1.2885133
0.67                                    1.2965169
0.68                                    1.3037988
0.69                                    1.3115963
0.7                                     1.3200598
0.71                                    1.32856
0.72                                    1.3380578
0.73                                    1.34793
0.74                                    1.3585713
0.75                                    1.3681734
0.76                                    1.3796023
0.77                                    1.3889416
0.78                                    1.4029415
0.79                                    1.4142135
0.8                                     1.4273446
0.81                                    1.4414108
0.82                                    1.4547266
0.83                                    1.4711611
0.84                                    1.4877701
0.85                                    1.5048674
0.86                                    1.5234194
0.87                                    1.5391952
0.88                                    1.5593907
0.89                                    1.5778474
0.9                                     1.6007314
0.91                                    1.6267804
