DeePore output results including 15 single-value
paramters, 4 functions and 11 distributions
__________________________________________________
        ### Single-value parameters ###
__________________________________________________

Properties                              Value
--------------------------------------------------
Absolute Permeability (um2)             1.1405379
Formation Factor (ratio)                14.7386634
Cementation Factor (ratio)              1.9042206
pore density (1/um3)                    1.7e-06
Tortuosity (ratio)                      1.2443834
Average Coordination Number             4.478728
Average Throat Radius (um)              15.0556575
Average Pore Radius (um)                26.9941965
Average Throat Length (um)              85.5445165
Pore to Throat Aspect ratio             3.4341114
Specific Surface (1/um)                 0.0254289
Pore Sphericity (ratio)                 0.7200877
Grain Sphericity (ratio)                0.8562742
Average Grain Radius (um)               45.2546802
Relative Young Module (ratio)           0.3019229

__________________________________________________
       ### Functions and distributions ###
__________________________________________________

0.39                                    1.225537
0.4                                     1.2827781
0.41                                    1.2656197
0.42                                    1.2648821
0.43                                    1.3014623
0.44                                    1.2774373
0.45                                    1.2930589
0.46                                    1.2974584
0.47                                    1.3133331
0.48                                    1.3297105
0.49                                    1.3534051
0.5                                     1.3718846
0.51                                    1.329891
0.52                                    1.3392377
0.53                                    1.3687842
0.54                                    1.3345585
0.55                                    1.3500136
0.56                                    1.3970721
0.57                                    1.4169957
0.58                                    1.3914509
0.59                                    1.3565511
0.6                                     1.3635278
0.61                                    1.4045776
0.62                                    1.4712496
0.63                                    1.4810945
0.64                                    1.5249767
0.65                                    1.5585893
0.66                                    1.5381006
0.67                                    1.5991817
0.68                                    1.5863273
0.69                                    1.5475148
0.7                                     1.5205717
0.71                                    1.5538084
0.72                                    1.5201695
0.73                                    1.6598251
0.74                                    1.6727548
0.75                                    1.6162813
0.76                                    1.6198964
0.77                                    1.662306
0.78                                    1.6526895
0.79                                    1.6275687
0.8                                     1.6685941
0.81                                    1.7428945
0.82                                    1.6681019
0.83                                    1.8643813
0.84                                    1.8230936
0.85                                    1.8750354
0.86                                    1.970397
0.87                                    1.9707742
0.88                                    1.9667918
0.89                                    2.0102567
0.9                                     1.9702482
0.91                                    2.0604231
0.92                                    2.1576198
0.93                                    2.1038622
0.94                                    2.3541675
0.95                                    2.3215846
0.96                                    2.25005
0.97                                    2.5538084
0.98                                    2.6464984
0.99                                    2.8804011
1.0                                     5.6673707


# Throat Permeability Distribution (um2)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    0.2785349
0.02                                    0.2612576
0.03                                    0.286929
0.04                                    0.349695
0.05                                    0.2567652
0.06                                    0.2991415
0.07                                    0.3362676
0.08                                    0.3662573
0.09                                    0.3091116
0.1                                     0.4188116
0.11                                    0.4243217
0.12                                    0.3540817
0.13                                    0.5606077
0.14                                    0.465246
0.15                                    0.6556377
0.16                                    0.4182018
0.17                                    0.4149813
0.18                                    0.5891958
0.19                                    0.6317892
0.2                                     0.6275737
0.21                                    0.5068016
0.22                                    0.6709054
0.23                                    0.4650106
0.24                                    0.6396531
0.25                                    0.6177626
0.26                                    1.12807
0.27                                    0.7636243
0.28                                    0.629521
0.29                                    0.7394335
0.3                                     0.66715
0.31                                    0.5332392
0.32                                    0.6262256
0.33                                    0.8400164
0.34                                    0.7869164
0.35                                    0.9181096
0.36                                    0.8758158
0.37                                    0.8164354
0.38                                    0.9434773
0.39                                    0.9854608
0.4                                     1.0785863
0.41                                    0.8632228
0.42                                    1.2119835
0.43                                    1.0095553
0.44                                    1.1576745
0.45                                    1.2694166
0.46                                    1.6984852
0.47                                    1.2844062
0.48                                    1.7314065
0.49                                    1.573872
0.5                                     1.7187922
0.51                                    1.7049903
0.52                                    1.870378
0.53                                    2.0920647
0.54                                    1.6267045
0.55                                    1.9780437
0.56                                    1.58088
0.57                                    1.5212322
0.58                                    2.3744049
0.59                                    1.8779102
0.6                                     2.0712013
0.61                                    2.1857359
0.62                                    2.3845156
0.63                                    2.289047
0.64                                    2.0844576
0.65                                    2.0377664
0.66                                    2.4324586
0.67                                    2.6106318
0.68                                    2.5448533
0.69                                    2.8299861
0.7                                     3.3581931
0.71                                    2.9201158
0.72                                    2.452466
0.73                                    2.5200634
0.74                                    2.9107647
0.75                                    3.9239328
0.76                                    3.3492379
0.77                                    3.4137967
0.78                                    5.1345968
0.79                                    3.4024342
0.8                                     2.6570662
0.81                                    3.9399388
0.82                                    3.3210135
0.83                                    3.7433309
0.84                                    4.9689202
0.85                                    4.3844356
0.86                                    4.5894637
0.87                                    5.0122518
0.88                                    4.2877686
0.89                                    5.1913773
0.9                                     5.6342371
0.91                                    5.9911291
0.92                                    6.0038932
0.93                                    5.8360019
0.94                                    7.3250581
0.95                                    6.7124026
0.96                                    10.8695095
0.97                                    8.2500009
0.98                                    9.9903805
0.99                                    11.7786817
1.0                                     45.6276391


# Coordination Number Distribution
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    0.2973437
0.02                                    0.8053205
0.03                                    0.8787913
0.04                                    1.1867288
0.05                                    1.3824763
0.06                                    1.2901017
0.07                                    1.3678706
0.08                                    1.5437304
0.09                                    1.633894
0.1                                     1.8720823
0.11                                    1.8810503
0.12                                    2.4037315
0.13                                    2.230762
0.14                                    2.0990026
0.15                                    2.1705711
0.16                                    2.2572684
0.17                                    2.65045
0.18                                    1.8320883
0.19                                    2.2515429
0.2                                     2.180185
0.21                                    2.4225435
0.22                                    2.0796674
0.23                                    2.3176038
0.24                                    2.2741631
0.25                                    2.9093791
0.26                                    2.7878287
0.27                                    2.9210882
0.28                                    3.4618156
0.29                                    3.2650916
0.3                                     3.2171428
0.31                                    3.457051
0.32                                    3.2209315
0.33                                    3.2118241
0.34                                    3.4057489
0.35                                    3.7764951
0.36                                    3.9215206
0.37                                    3.3053088
0.38                                    3.4518809
0.39                                    3.4015667
0.4                                     2.9201611
0.41                                    3.2007202
0.42                                    3.4680849
0.43                                    3.4914457
0.44                                    3.6514739
0.45                                    3.374042
0.46                                    3.5318275
0.47                                    4.4380191
0.48                                    4.4450675
0.49                                    4.3269506
0.5                                     4.2811933
0.51                                    3.8045247
0.52                                    4.5046898
0.53                                    4.5013492
0.54                                    4.3975415
0.55                                    4.3381193
0.56                                    4.4450474
0.57                                    4.2936849
0.58                                    4.6605208
0.59                                    4.3926989
0.6                                     4.0264734
0.61                                    5.4006117
0.62                                    4.2563999
0.63                                    4.8763947
0.64                                    4.8965623
0.65                                    5.2589567
0.66                                    4.8372687
0.67                                    5.1456916
0.68                                    6.1622906
0.69                                    5.6509611
0.7                                     5.2535387
0.71                                    5.6496864
0.72                                    6.4256452
0.73                                    5.3523788
0.74                                    5.7324275
0.75                                    5.8970733
0.76                                    5.7908818
0.77                                    5.9661031
0.78                                    5.9494912
0.79                                    6.2306435
0.8                                     6.3224008
0.81                                    6.844751
0.82                                    7.6119426
0.83                                    7.1332029
0.84                                    7.209198
0.85                                    7.4110582
0.86                                    7.2661515
0.87                                    7.386282
0.88                                    6.9087409
0.89                                    8.5696398
0.9                                     7.8850488
0.91                                    7.3289235
0.92                                    8.7829969
0.93                                    8.2296752
0.94                                    9.0517551
0.95                                    9.3733804
0.96                                    11.0697721
0.97                                    9.9312044
0.98                                    11.6894284
0.99                                    13.8210014
1.0                                     28.1852044


# Pore Sphericity Distribution (ratio)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    0.4880884
0.02                                    0.4999259
0.03                                    0.5297761
0.04                                    0.5541929
0.05                                    0.5657263
0.06                                    0.580578
0.07                                    0.5716409
0.08                                    0.5910974
0.09                                    0.5946496
0.1                                     0.5836954
0.11                                    0.6287522
0.12                                    0.5988684
0.13                                    0.6202843
0.14                                    0.615348
0.15                                    0.6284376
0.16                                    0.6211754
0.17                                    0.6306922
0.18                                    0.641843
0.19                                    0.6492079
0.2                                     0.6391142
0.21                                    0.6405497
0.22                                    0.6600842
0.23                                    0.6523772
0.24                                    0.6492063
0.25                                    0.6657538
0.26                                    0.6441801
0.27                                    0.6588526
0.28                                    0.6722743
0.29                                    0.6776313
0.3                                     0.6816787
0.31                                    0.682294
0.32                                    0.6697749
0.33                                    0.6964909
0.34                                    0.6676647
0.35                                    0.6974938
0.36                                    0.6831461
0.37                                    0.680825
0.38                                    0.7118398
0.39                                    0.6923177
0.4                                     0.7069885
0.41                                    0.6930908
0.42                                    0.70262
0.43                                    0.7140363
0.44                                    0.699675
0.45                                    0.7156874
0.46                                    0.738057
0.47                                    0.723832
0.48                                    0.7107012
0.49                                    0.7108742
0.5                                     0.7223469
0.51                                    0.7280802
0.52                                    0.7309232
0.53                                    0.7383204
0.54                                    0.7436351
0.55                                    0.7454989
0.56                                    0.7391451
0.57                                    0.7316021
0.58                                    0.7368417
0.59                                    0.7513411
0.6                                     0.763062
0.61                                    0.7654023
0.62                                    0.7401621
0.63                                    0.7640777
0.64                                    0.7551689
0.65                                    0.7714689
0.66                                    0.7797241
0.67                                    0.774035
0.68                                    0.7859376
0.69                                    0.7727347
0.7                                     0.7771663
0.71                                    0.7873361
0.72                                    0.7890945
0.73                                    0.7780656
0.74                                    0.7814673
0.75                                    0.7911262
0.76                                    0.8049533
0.77                                    0.7754698
0.78                                    0.8144106
0.79                                    0.8099155
0.8                                     0.8121413
0.81                                    0.8047037
0.82                                    0.828687
0.83                                    0.8341459
0.84                                    0.8378815
0.85                                    0.8308589
0.86                                    0.8350959
0.87                                    0.839615
0.88                                    0.8282272
0.89                                    0.8393764
0.9                                     0.8486707
0.91                                    0.8673215
0.92                                    0.8791335
0.93                                    0.8629664
0.94                                    0.8876251
0.95                                    0.8845879
0.96                                    0.8904031
0.97                                    0.8906583
0.98                                    0.9199495
0.99                                    0.9248205
1.0                                     0.9823966


# Grain Sphericity Distribution (ratio)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    0.5951138
0.02                                    0.6295213
0.03                                    0.6381708
0.04                                    0.6703776
0.05                                    0.6673216
0.06                                    0.7014685
0.07                                    0.7052946
0.08                                    0.7333251
0.09                                    0.7332355
0.1                                     0.7309964
0.11                                    0.7196065
0.12                                    0.7488098
0.13                                    0.7501838
0.14                                    0.7660382
0.15                                    0.7523012
0.16                                    0.7617906
0.17                                    0.7756665
0.18                                    0.782622
0.19                                    0.778861
0.2                                     0.7779086
0.21                                    0.7747424
0.22                                    0.8009279
0.23                                    0.7884388
0.24                                    0.8084277
0.25                                    0.7986873
0.26                                    0.8267773
0.27                                    0.8079088
0.28                                    0.821973
0.29                                    0.8273553
0.3                                     0.8257289
0.31                                    0.8312123
0.32                                    0.8294522
0.33                                    0.8439871
0.34                                    0.8410847
0.35                                    0.8493182
0.36                                    0.8517463
0.37                                    0.8600172
0.38                                    0.8509209
0.39                                    0.8625076
0.4                                     0.8567299
0.41                                    0.8672075
0.42                                    0.8769766
0.43                                    0.8610543
0.44                                    0.8673178
0.45                                    0.8632162
0.46                                    0.8759219
0.47                                    0.8623203
0.48                                    0.8668526
0.49                                    0.8688933
0.5                                     0.8760881
0.51                                    0.8788307
0.52                                    0.8819597
0.53                                    0.8804799
0.54                                    0.8827511
0.55                                    0.8781136
0.56                                    0.8869213
0.57                                    0.884768
0.58                                    0.8871642
0.59                                    0.8920548
0.6                                     0.8885309
0.61                                    0.8827943
0.62                                    0.8965226
0.63                                    0.9017785
0.64                                    0.8994516
0.65                                    0.8994088
0.66                                    0.9102179
0.67                                    0.9088875
0.68                                    0.9023304
0.69                                    0.9075657
0.7                                     0.9126704
0.71                                    0.9019592
0.72                                    0.9087595
0.73                                    0.9174583
0.74                                    0.9152458
0.75                                    0.9285955
0.76                                    0.9222704
0.77                                    0.923244
0.78                                    0.9289295
0.79                                    0.9418945
0.8                                     0.9298514
0.81                                    0.9371585
0.82                                    0.9464288
0.83                                    0.9449909
0.84                                    0.9374924
0.85                                    0.9440138
0.86                                    0.9462449
0.87                                    0.9425208
0.88                                    0.956199
0.89                                    0.9512214
0.9                                     0.9525221
0.91                                    0.957507
0.92                                    0.9624371
0.93                                    0.9625957
0.94                                    0.9695215
0.95                                    0.9686786
0.96                                    0.9764106
0.97                                    0.9752161
0.98                                    0.9845302
0.99                                    0.9875497
1.0                                     0.9980746


# Grain Radius Distribution (um)
--------------------------------------------------
Cumulative probability                  Value
--------------------------------------------------
0.01                                    3.3229847
0.02                                    3.6988117
0.03                                    3.9040472
0.04                                    4.2673266
0.05                                    4.0057781
0.06                                    4.3640713
0.07                                    4.5921362
0.08                                    5.052905
0.09                                    4.7573611
0.1                                     5.2694322
0.11                                    5.6981358
0.12                                    5.0192577
0.13                                    5.7631177
0.14                                    5.1639561
0.15                                    5.5574204
0.16                                    6.1939032
0.17                                    5.9024402
0.18                                    5.9800097
0.19                                    5.5786004
0.2                                     6.5840386
0.21                                    6.1689404
0.22                                    6.3567126
0.23                                    6.8597121
0.24                                    6.3671559
0.25                                    6.4603367
0.26                                    6.6832201
0.27                                    6.5065957
0.28                                    6.8896584
0.29                                    6.9091713
0.3                                     7.6133077
0.31                                    7.2494045
0.32                                    6.7779798
0.33                                    7.4472615
0.34                                    7.1813241
0.35                                    8.642497
0.36                                    7.7411118
0.37                                    7.8608813
0.38                                    8.1376293
0.39                                    7.5456572
0.4                                     7.7920671
0.41                                    7.7189849
0.42                                    7.8692489
0.43                                    8.2571784
0.44                                    8.6778864
0.45                                    8.261981
0.46                                    8.6562536
0.47                                    8.1476292
0.48                                    8.3577237
0.49                                    8.1920423
0.5                                     8.7287021
0.51                                    8.2642276
0.52                                    9.5710484
0.53                                    8.5948029
0.54                                    9.1446538
0.55                                    9.3188456
0.56                                    9.6860193
0.57                                    9.1093384
0.58                                    10.3809522
0.59                                    10.1198472
0.6                                     8.952871
0.61                                    10.1508758
0.62                                    10.0754595
0.63                                    9.8537065
0.64                                    9.8035772
0.65                                    9.9965231
0.66                                    9.4976421
0.67                                    10.3124122
0.68                                    10.8080143
0.69                                    10.4447428
0.7                                     11.0254524
0.71                                    10.9245179
0.72                                    11.1849486
0.73                                    11.5196085
0.74                                    11.210949
0.75                                    11.1375828
0.76                                    11.5212161
0.77                                    11.9635794
0.78                                    11.6167435
0.79                                    11.4205755
0.8                                     10.9849967
0.81                                    11.712002
0.82                                    11.8843068
0.83                                    12.5303126
0.84                                    12.3975297
0.85                                    13.5852214
0.86                                    13.1160256
0.87                                    13.394608
0.88                                    12.7954678
0.89                                    14.9358785
0.9                                     13.5707358
0.91                                    15.427938
0.92                                    15.0759555
0.93                                    16.3866712
0.94                                    16.0676893
0.95                                    17.4551109
0.96                                    17.3119217
0.97                                    17.6598019
0.98                                    20.0664872
0.99                                    20.0961072
1.0                                     32.6710984
